Id,SalePrice
1461,151299.9334
1462,162749.198
1463,178525.7111
1464,179698.1679
1465,200647.3206
1466,178817.6702
1467,181658.5293
1468,176049.7018
1469,180798.2307
1470,121345.5681
1471,192119.7563
1472,101496.3004
1473,102182.8037
1474,153640.8262
1475,141021.6706
1476,307756.6689
1477,228886.2171
1478,291795.8232
1479,285729.7198
1480,318374.4927
1481,318347.1127
1482,201871.049
1483,174819.7415
1484,180343.2565
1485,172361.7242
1486,183663.0652
1487,317703.8322
1488,219029.8954
1489,199582.6558
1490,198939.234
1491,189913.1507
1492,116449.6701
1493,175896.2786
1494,307719.593
1495,315291.5711
1496,212266.9979
1497,179598.8967
1498,152601.0687
1499,152160.7988
1500,155831.0657
1501,177490.7713
1502,161619.0105
1503,290535.3858
1504,205888.6287
1505,209113.6174
1506,198225.7578
1507,219261.7654
1508,181762.5489
1509,165006.8968
1510,153283.5947
1511,151025.0197
1512,176714.656
1513,158430.6114
1514,151970.9765
1515,182029.5494
1516,166640.4804
1517,151332.2955
1518,130095.3149
1519,206757.7866
1520,141847.7604
1521,148675.8568
1522,164958.9071
1523,124142.7611
1524,125439.2583
1525,136911.2779
1526,142944.8743
1527,104497.776
1528,131546.9705
1529,146605.152
1530,166289.518
1531,130641.4161
1532,125595.1624
1533,147680.7318
1534,127421.9276
1535,146730.9721
1536,124007.9563
1537,97384.42892
1538,171901.7256
1539,190482.6498
1540,132932.6381
1541,169056.8026
1542,146153.4429
1543,226508.7093
1544,80661.55808
1545,116289.6391
1546,131593.0936
1547,141210.3263
1548,134724.1367
1549,124486.1008
1550,154218.136
1551,127576.003
1552,119218.4711
1553,136599.4135
1554,118466.2765
1555,150155.632
1556,103690.0433
1557,107846.3021
1558,110517.8226
1559,136944.386
1560,125305.6484
1561,149267.6103
1562,141378.0855
1563,124872.3277
1564,165848.8496
1565,154290.6078
1566,272055.1811
1567,89142.14184
1568,213186.2149
1569,146018.2327
1570,116662.3024
1571,135779.9818
1572,150503.8086
1573,266712.8215
1574,96117.7248
1575,212102.7809
1576,207956.7907
1577,198642.9029
1578,160425.9736
1579,146421.8151
1580,197302.7561
1581,139238.8662
1582,134041.8475
1583,317119.3439
1584,231762.9634
1585,146886.9956
1586,74028.39527
1587,116779.2074
1588,154145.469
1589,124741.1303
1590,140105.1922
1591,113039.3575
1592,137573.3905
1593,127766.1731
1594,123654.096
1595,141613.0103
1596,235677.6854
1597,151989.6712
1598,204313.0451
1599,189760.3221
1600,188887.9795
1601,71639.91713
1602,119000.6823
1603,112447.2986
1604,258053.7118
1605,262160.1709
1606,172460.5526
1607,124855.1944
1608,213599.1151
1609,194633.6872
1610,155112.4983
1611,151315.8691
1612,165466.0586
1613,163357.4248
1614,144087.7155
1615,95878.32684
1616,85395.20208
1617,95227.40458
1618,136739.6133
1619,143490.8773
1620,145866.0206
1621,145738.268
1622,146401.7019
1623,307046.8954
1624,203886.2283
1625,129543.5015
1626,191261.9447
1627,190856.0394
1628,274708.3441
1629,178705.7286
1630,271608.4235
1631,207300.7351
1632,284470.8532
1633,167958.6061
1634,180572.7936
1635,184818.9142
1636,165381.973
1637,194534.1797
1638,243298.7171
1639,182818.7641
1640,247908.7601
1641,184452.9925
1642,199006.9179
1643,249463.8531
1644,210225.393
1645,173399.7998
1646,161312.9661
1647,149700.7709
1648,145941.5955
1649,144116.9443
1650,128952.8413
1651,128539.4969
1652,102768.086
1653,106572.4348
1654,155840.8236
1655,179295.1918
1656,153545.5854
1657,153040.5148
1658,151677.9526
1659,140374.3166
1660,160104.252
1661,318378.9902
1662,316736.8863
1663,308398.1403
1664,318351.6102
1665,277737.4047
1666,282729.6505
1667,319075.7416
1668,284698.635
1669,286816.2489
1670,304902.0318
1671,235887.2036
1672,318374.4927
1673,248661.391
1674,235644.1947
1675,188589.5059
1676,190176.4902
1677,212199.1741
1678,317886.3743
1679,318347.1127
1680,271768.4258
1681,206364.0688
1682,293862.1383
1683,181724.9885
1684,172069.6268
1685,174963.0288
1686,162773.352
1687,171795.6579
1688,184664.5616
1689,184031.3631
1690,186126.0167
1691,168501.0671
1692,276064.0675
1693,166381.402
1694,183159.7864
1695,165830.5653
1696,216855.5419
1697,168360.7998
1698,303275.4145
1699,303560.1133
1700,245598.788
1701,255604.1683
1702,242189.3503
1703,233159.5942
1704,286230.8187
1705,222559.7502
1706,312052.5669
1707,215858.6123
1708,219100.5808
1709,232954.7784
1710,208885.8581
1711,275863.9475
1712,207929.2339
1713,270443.1592
1714,209907.6655
1715,199475.9365
1716,199921.1485
1717,184172.8129
1718,141787.448
1719,187930.7874
1720,229208.6373
1721,180067.0701
1722,117343.1426
1723,158964.4894
1724,216130.6692
1725,224337.3155
1726,182910.4238
1727,163957.5041
1728,186801.9718
1729,158123.5619
1730,148106.3147
1731,126868.421
1732,144380.6602
1733,116142.4592
1734,140972.3929
1735,138631.066
1736,127120.4328
1737,315816.3375
1738,218565.1796
1739,243598.244
1740,159452.42
1741,184339.2038
1742,173973.5435
1743,178574.9705
1744,284549.3164
1745,217707.1775
1746,299654.3213
1747,203749.0561
1748,242600.8868
1749,156891.5467
1750,156143.5351
1751,193250.2643
1752,127379.0387
1753,149372.6627
1754,246195.1465
1755,172715.1392
1756,127690.3597
1757,127600.4832
1758,154158.0168
1759,178306.9998
1760,159426.376
1761,165911.7255
1762,163186.1268
1763,167365.5538
1764,129786.286
1765,190482.9602
1766,190860.8585
1767,211460.4074
1768,147053.1416
1769,171380.3286
1770,145090.9609
1771,145164.0638
1772,149143.7672
1773,154243.2959
1774,128592.0699
1775,129237.4071
1776,109477.5698
1777,116891.5153
1778,133378.962
1779,116723.6787
1780,184213.5783
1781,135731.3272
1782,89341.13162
1783,131682.6518
1784,102271.8499
1785,118966.2006
1786,138676.142
1787,170707.8732
1788,66092.45704
1789,118231.9604
1790,75702.13209
1791,135907.3515
1792,155412.2002
1793,143776.08
1794,151229.0705
1795,144633.0175
1796,127421.5265
1797,133281.5947
1798,136250.3572
1799,111973.6543
1800,129251.6073
1801,151547.3139
1802,168685.0342
1803,158756.5565
1804,143828.922
1805,138184.8064
1806,125308.8354
1807,146112.1175
1808,149083.0787
1809,136087.2036
1810,153638.064
1811,127880.0918
1812,125535.424
1813,137315.0169
1814,85361.9105
1815,60190.65357
1816,105736.5306
1817,110907.6495
1818,131746.8349
1819,123036.4848
1820,79442.01426
1821,128993.8692
1822,170837.2309
1823,78231.07082
1824,125253.7841
1825,151743.3335
1826,101457.9111
1827,116062.3137
1828,144216.6204
1829,127636.7821
1830,175093.4653
1831,166587.7619
1832,132329.4732
1833,171088.8836
1834,147553.5617
1835,178174.761
1836,130689.6181
1837,118212.6859
1838,130802.6894
1839,100068.2634
1840,177265.3428
1841,147981.5058
1842,113172.8179
1843,147001.1294
1844,148914.7381
1845,117386.7529
1846,158709.1251
1847,124534.5771
1848,67532.13814
1849,118165.9508
1850,136800.8056
1851,168222.616
1852,136094.9699
1853,139897.6902
1854,180655.1602
1855,149636.1153
1856,220061.6165
1857,210593.3503
1858,139355.0253
1859,128170.6329
1860,158992.0098
1861,128170.6329
1862,257600.9404
1863,257468.2414
1864,257468.2414
1865,314395.5853
1866,297078.4884
1867,246394.5986
1868,293212.1915
1869,205785.4647
1870,290572.5404
1871,224661.3878
1872,175118.0615
1873,211497.725
1874,142218.1615
1875,195168.1931
1876,194078.9002
1877,198794.9565
1878,206428.3604
1879,132028.7359
1880,142806.6522
1881,217089.3408
1882,247535.1638
1883,189117.4911
1884,209745.3757
1885,261382.6716
1886,282127.9785
1887,204670.6513
1888,275727.2881
1889,163337.6712
1890,137004.6826
1891,148059.1712
1892,116986.9476
1893,139853.0459
1894,129793.7877
1895,151177.568
1896,121885.2207
1897,133925.1438
1898,118080.2155
1899,119508.8218
1900,149570.4111
1901,177983.6717
1902,99397.75264
1903,189799.9896
1904,142294.687
1905,175609.0223
1906,145582.9009
1907,206948.2302
1908,134889.8057
1909,140714.036
1910,132616.6739
1911,203492.6826
1912,242460.7196
1913,145006.8886
1914,83537.35973
1915,281032.3362
1916,81530.73035
1917,246844.4203
1918,140934.2964
1919,165595.9822
1920,161104.5943
1921,318163.3143
1922,279137.5812
1923,195339.3934
1924,193897.902
1925,198515.7811
