Id,SalePrice
1461,117275.5492
1462,174354.2384
1463,188133.2747
1464,203207.3876
1465,176488.4775
1466,180695.1497
1467,199089.3047
1468,157491.1814
1469,211493.7321
1470,117882.1618
1471,204865.6722
1472,101540.8098
1473,85776.6672
1474,153678.5516
1475,110610.1001
1476,281843.3419
1477,247734.2783
1478,267762.4934
1479,270749.3162
1480,311615.1802
1481,285627.9815
1482,213510.6005
1483,183353.2017
1484,167137.8871
1485,186137.0413
1486,206811.7487
1487,267928.4685
1488,253762.4278
1489,194985.5087
1490,228012.9359
1491,203953.9836
1492,85963.8947
1493,212038.2194
1494,278313.9606
1495,277263.4363
1496,219605.5609
1497,183640.3737
1498,155279.947
1499,160752.6036
1500,154023.4213
1501,170024.4667
1502,143545.6362
1503,279850.1016
1504,241371.6266
1505,224853.6265
1506,197552.7257
1507,245821.5114
1508,211033.9139
1509,160876.3391
1510,151005.3336
1511,150445.9434
1512,180244.5259
1513,149006.703
1514,176794.4308
1515,216175.9802
1516,159808.9395
1517,187440.4286
1518,127446.5328
1519,230405.0538
1520,123825.4882
1521,131065.7305
1522,195193.3407
1523,76586.06662
1524,115415.2143
1525,117156.8935
1526,110699.8002
1527,97055.86715
1528,144607.3345
1529,136376.6705
1530,215245.1172
1531,119093.9224
1532,113142.112
1533,150243.9718
1534,119318.2013
1535,181610.4499
1536,104902.929
1537,52618.96127
1538,177269.6532
1539,218794.2449
1540,121820.9311
1541,156649.4449
1542,137236.3528
1543,213142.6451
1544,70580.49504
1545,116295.2711
1546,125642.3296
1547,126788.2735
1548,129264.6881
1549,118380.7694
1550,119287.1325
1551,131865.1438
1552,130307.7455
1553,162404.3008
1554,107417.1714
1555,179219.6174
1556,73615.7273
1557,114531.1174
1558,78497.94228
1559,93150.42952
1560,161538.8034
1561,136063.2485
1562,125588.3284
1563,119066.6624
1564,167323.1207
1565,151179.5357
1566,262846.0819
1567,58128.27612
1568,234519.315
1569,103971.9097
1570,146559.1261
1571,108647.5891
1572,158681.9367
1573,266286.3073
1574,126920.8227
1575,245697.3343
1576,248468.4116
1577,189334.1267
1578,149338.4726
1579,141589.5002
1580,203144.7981
1581,158024.5307
1582,119532.1908
1583,289576.1209
1584,223788.8292
1585,149051.6261
1586,59726.63559
1587,83609.46874
1588,155294.4295
1589,86179.16472
1590,137600.0195
1591,67436.3309
1592,132151.8107
1593,118638.9141
1594,122313.026
1595,133495.7274
1596,231896.4012
1597,179407.8441
1598,203934.0334
1599,191787.4338
1600,175657.3142
1601,45832.23856
1602,99621.31469
1603,67178.80989
1604,244062.2025
1605,259192.2947
1606,184875.0736
1607,182576.124
1608,232113.6181
1609,191925.1204
1610,150970.7385
1611,156222.6379
1612,168450.6011
1613,176149.8931
1614,120928.4537
1615,77972.02142
1616,47446.5122
1617,69908.90869
1618,116762.8542
1619,150142.018
1620,172952.1772
1621,131147.7716
1622,129749.8288
1623,263824.989
1624,220065.6748
1625,120902.0469
1626,191017.3198
1627,200239.3775
1628,278178.7602
1629,180101.3512
1630,277983.7644
1631,207525.5889
1632,226218.2454
1633,166684.7731
1634,185916.6371
1635,181366.2102
1636,155577.0574
1637,209426.1378
1638,225417.7152
1639,213815.9889
1640,263209.1637
1641,202558.2276
1642,226837.3619
1643,228932.3688
1644,235503.0115
1645,214518.7921
1646,174681.5939
1647,182439.2924
1648,131405.0292
1649,133585.813
1650,120463.9819
1651,125188.4362
1652,103019.1238
1653,109843.5289
1654,147340.4568
1655,147522.0666
1656,140718.2599
1657,146954.0918
1658,141604.9721
1659,126813.2845
1660,164757.4281
1661,326826.6944
1662,311380.1506
1663,303579.6997
1664,328641.9945
1665,276947.6796
1666,298544.8667
1667,314713.5402
1668,287202.4289
1669,275539.108
1670,295490.176
1671,268753.1992
1672,301846.1843
1673,270271.2618
1674,260396.5821
1675,198572.9497
1676,198747.7732
1677,231095.2361
1678,314712.9947
1679,300944.6255
1680,269850.9607
1681,224414.3616
1682,289139.196
1683,192380.9081
1684,191377.268
1685,170723.5088
1686,177636.7916
1687,170986.9409
1688,201521.7209
1689,204456.5257
1690,199474.1024
1691,187555.8496
1692,262988.6686
1693,165711.4672
1694,181413.2937
1695,159632.8142
1696,276741.1349
1697,169686.1161
1698,310940.1193
1699,281344.1406
1700,255909.3607
1701,272293.7756
1702,257723.109
1703,260969.3873
1704,283320.1077
1705,241906.0507
1706,316924.8543
1707,207756.7872
1708,207118.6987
1709,262213.6313
1710,231633.8915
1711,272971.0818
1712,253924.0796
1713,267006.6876
1714,227343.0021
1715,197039.6548
1716,202390.5018
1717,185213.1909
1718,140295.3125
1719,211716.7645
1720,245477.1578
1721,191901.3101
1722,132773.0892
1723,169480.574
