Id,SalePrice
1461,135641.7915
1462,162850.3456
1463,190266.9454
1464,179990.0623
1465,199010.3454
1466,182641.7371
1467,173441.9758
1468,178301.7581
1469,188405.188
1470,129564.8545
1471,191178.9086
1472,109752.0114
1473,107661.9506
1474,159576.6719
1475,139921.1989
1476,314722.528
1477,243868.3577
1478,308221.1929
1479,227646.2779
1480,309795.0846
1481,291495.8976
1482,200823.4731
1483,172786.9543
1484,177082.0496
1485,168359.453
1486,205137.5484
1487,229269.4023
1488,269586.8681
1489,215153.5592
1490,194127.2125
1491,186443.4342
1492,115577.783
1493,179845.7658
1494,290412.0339
1495,302671.951
1496,229607.421
1497,182158.9421
1498,153071.067
1499,153035.7999
1500,147126.9021
1501,174690.7116
1502,161625.7303
1503,266382.0351
1504,266020.1027
1505,206096.0143
1506,182421.6885
1507,224412.751
1508,203739.9274
1509,166971.3436
1510,154343.9723
1511,151234.4635
1512,161252.6493
1513,149778.6702
1514,158040.7463
1515,153213.8094
1516,168893.0049
1517,160092.8705
1518,133624.8571
1519,235493.5192
1520,140020.9348
1521,151216.9313
1522,171246.5274
1523,115846.6756
1524,131116.2274
1525,138374.0943
1526,138070.895
1527,107984.3413
1528,137500.189
1529,148768.6843
1530,176188.4753
1531,111506.1177
1532,124984.3528
1533,149412.4951
1534,126560.0326
1535,157986.4119
1536,129540.195
1537,84783.85263
1538,165788.3058
1539,202277.0354
1540,135156.4814
1541,177494.8792
1542,160365.6298
1543,233721.4602
1544,101919.8931
1545,107198.8392
1546,135063.1561
1547,150431.7207
1548,153107.1438
1549,131880.1992
1550,159845.567
1551,130633.5895
1552,154557.1297
1553,146197.0624
1554,125238.6403
1555,158943.2537
1556,125416.1866
1557,155726.8832
1558,101858.5825
1559,135799.0202
1560,166953.5652
1561,149403.5521
1562,133811.5817
1563,130616.8419
1564,162843.6993
1565,177363.0744
1566,208769.0146
1567,83628.70394
1568,204026.0726
1569,142174.3121
1570,120878.1426
1571,145761.7285
1572,149119.8519
1573,241871.1702
1574,92316.83429
1575,204365.7584
1576,197557.4865
1577,203957.7667
1578,189182.7405
1579,147986.7661
1580,192686.4395
1581,149931.7034
1582,133831.0908
1583,310550.2855
1584,221779.0629
1585,144642.9093
1586,81977.92525
1587,100619.7535
1588,157933.7186
1589,129356.1089
1590,144861.0766
1591,119919.9904
1592,122860.102
1593,128559.1209
1594,155377.9419
1595,139938.4036
1596,200904.0358
1597,178767.7417
1598,190782.173
1599,195123.3052
1600,198561.9249
1601,91891.46307
1602,125415.1584
1603,121153.3605
1604,257766.2538
1605,266646.6527
1606,172999.9904
1607,205282.7381
1608,210172.8827
1609,196946.6168
1610,168882.6509
1611,160815.9059
1612,128599.2062
1613,169381.9262
1614,129394.7674
1615,92218.24114
1616,91349.48284
1617,95138.0093
1618,131334.7358
1619,138398.2257
1620,187668.6803
1621,149874.4036
1622,146162.584
1623,301089.623
1624,202068.9211
1625,132254.5812
1626,168874.0253
1627,190573.9386
1628,285135.1091
1629,175054.5896
1630,302639.5637
1631,224174.1183
1632,283979.9308
1633,165235.5481
1634,179756.6435
1635,174841.8647
1636,155967.0874
1637,182035.5743
1638,216920.2608
1639,178770.3172
1640,250286.1416
1641,186375.1688
1642,203587.694
1643,265082.0536
1644,222496.7445
1645,163873.8333
1646,157604.7639
1647,171871.7353
1648,147414.0045
1649,142432.8314
1650,131431.918
